sample_id,latitude,longitude,spatial_block_id,regional_zone_id,label_status,manganese_associated,data_quality_flag,feature_distribution_distance,distance_to_nearest_known_manganese_occurrence_km,geological_group,geological_formation,stratigraphic_unit,lithology,host_rock,ore_host_compatibility_score,formation_contact_distance_km,geological_age_ma,metamorphic_grade,weathering_class,alteration_intensity,geological_complexity_score,distance_to_fault_km,distance_to_lineament_km,lineament_density_per_sq_km,lineament_intersection_density,shear_zone_proximity_km,structural_complexity_score,fold_position,fold_hinge_proximity_km,structural_orientation,distance_to_major_geological_contact_km,drainage_anomaly_score,elevation_m,slope_deg,aspect_deg,aspect_sin,aspect_cos,curvature,terrain_ruggedness,local_relief_m,drainage_density,topographic_position_index,valley_or_ridge_class,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,NDMI,MNDWI,BSI,B4_B2_ratio,B11_B12_ratio,B12_B8_ratio,B11_B8_ratio,gossan_alteration_index,red_edge_ratio_1,red_edge_ratio_2,VV,VH,VV_VH_ratio,radar_backscatter_mean,radar_texture,radar_roughness_proxy,aster_vnir_swir_proxy,aster_thermal_lithology_proxy,multisensor_spectral_anomaly_score
SAU-013941,21.43166,80.58794,BLK_009_024,ZONE_10,UNLABELLED,not_documented,ok,3.57146,58.34635,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),Granite gneiss / migmatite (basement),0.2584,18.80894,3190.63428,medium (lower amphibolite),highly weathered / lateritic,0.0,0.4651,14.68171,10.86713,0.90464,0.3026,11.03474,0.414,not_applicable,,N-S,0.2193,0.1479,290.31041,4.85201,40.07546,0.6438,0.7652,0.919,10.93898,49.30229,0.99076,-8.80407,valley,0.03972,0.08648,0.04744,0.09846,0.19512,0.28036,0.30007,0.29688,0.13385,0.15167,0.72697,0.38307,-0.215,-0.30418,1.19436,0.88251,0.50545,0.44606,0.53354,1.98172,2.84745,-8.48805,-18.39412,9.90607,-13.44109,0.97631,0.92237,-0.09434,0.7359,0.3643
SAU-013942,21.08002,80.57269,BLK_002_024,ZONE_08,UNLABELLED,not_documented,ok,3.44428,89.24893,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,Quartz-mica schist and quartzite,,5.95241,1808.55013,low (greenschist),moderately weathered,0.4023,0.437,61.03414,48.91363,1.63584,1.1474,40.74514,0.2966,,78.76418,NNE-SSW,15.60596,0.3442,417.32985,3.26854,359.76245,-0.00415,0.99999,0.0692,12.12494,51.88171,1.47206,-0.00513,slope,0.08448,0.08802,0.11397,0.10007,0.18777,0.20668,0.24193,0.2272,,0.32061,0.35954,,,,1.34908,,1.32522,,,1.87639,2.06535,-9.24877,-20.5478,11.29904,-14.89829,0.7269,0.95008,0.93832,1.0,0.4174
SAU-013943,21.71413,79.83689,BLK_015_009,ZONE_05,UNLABELLED,not_documented,ok,2.96919,1.50483,,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss","Marble, calc-silicate rock, granulite/gneiss",0.207,0.50815,1742.31664,medium (lower amphibolite),highly weathered / lateritic,0.2763,0.3624,2.36519,1.6028,2.08776,1.01071,7.7103,0.8218,not_applicable,15.00274,NW-SE,0.29894,0.382,265.7345,6.79833,253.08843,-0.95675,-0.2909,0.1855,10.80065,47.10642,1.72632,-2.51416,slope,0.04587,0.06437,0.08038,0.09538,0.16713,0.20451,0.20552,0.22876,0.22778,0.21314,0.43771,-0.05137,-0.55934,0.10146,1.75234,1.06869,1.03708,1.10831,1.22582,1.75225,2.14416,-12.83123,-20.44916,7.61793,-16.6402,0.64355,0.32404,-0.00282,0.2589,0.3107
SAU-013944,21.12481,79.94118,BLK_003_011,ZONE_04,UNLABELLED,not_documented,ok,2.33104,50.99327,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),Granite gneiss / migmatite (basement),0.1184,4.06542,2534.14091,high (upper amphibolite),moderately weathered,0.0,0.6279,29.15009,26.60718,0.82967,0.00081,37.00773,0.4485,not_applicable,47.32864,NW-SE,1.92513,,518.09498,7.81923,50.17783,0.76804,0.64041,-0.5127,7.78952,38.9564,1.11076,9.07979,ridge,0.08611,0.1001,0.09967,0.12172,0.2304,0.25462,0.273,0.29276,0.19275,0.11899,0.4651,0.1723,-0.31637,-0.10236,1.15747,1.61988,0.43586,0.70604,0.81429,1.89287,2.09185,-12.82176,-20.156,7.33424,-16.48888,0.1788,0.61541,0.11183,0.9005,0.3344
SAU-013945,21.91081,79.7596,BLK_019_008,ZONE_05,UNLABELLED,not_documented,value_corrected_physical_bound,5.6076,23.08106,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,Basaltic/lateritic cover and alluvium,0.0232,3.75996,2.64164,high (upper amphibolite),moderately weathered,0.3249,0.4514,10.73843,8.64633,1.28715,0.8048,23.95117,0.3471,not_applicable,6.30402,ENE-WSW,8.35938,0.0814,260.0,7.38829,190.59005,-0.18378,-0.98297,-0.1165,10.5148,45.88906,1.45214,-1.02024,slope,0.11032,0.02052,0.21144,0.14923,0.005,0.005,0.005,0.005,0.53411,0.41468,-0.9538,-0.98145,-0.926,0.73208,1.91661,1.28801,82.936,106.822,6.46505,0.03351,0.03351,-17.65915,-28.0,10.34085,-22.82957,0.22105,0.70115,0.59167,0.4836,0.2925
SAU-013946,21.65983,79.51777,BLK_014_003,ZONE_09,UNLABELLED,not_documented,ok,3.01931,21.91848,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.0231,,2310.7588,high (upper amphibolite),fresh / slightly weathered,0.4596,0.3752,12.29176,9.16525,2.12555,0.88002,20.9926,0.4971,not_applicable,13.61569,NW-SE,2.70263,0.0,355.52018,6.44197,60.78969,0.87283,0.48802,0.0169,28.19251,104.15925,1.71746,2.90863,slope,0.0593,0.04362,,0.10725,0.15644,0.19242,0.20012,0.21703,0.24701,0.19041,,-0.10487,-0.69982,,,1.29725,0.95148,1.23431,,1.45865,1.79413,-4.6898,-16.9314,12.2416,-10.8106,1.78438,,0.3806,0.8566,0.535
SAU-013947,21.83955,80.07675,BLK_017_014,ZONE_03,UNLABELLED,not_documented,ok,3.25782,8.82513,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss","Marble, calc-silicate rock, granulite/gneiss",0.1336,0.68086,1674.25679,medium (lower amphibolite),moderately weathered,0.2224,0.6567,0.57489,0.26733,3.06513,1.88712,4.03445,0.5814,not_applicable,28.11637,NNE-SSW,0.36806,0.3803,425.78431,8.39491,28.19933,0.47254,0.88131,-0.5088,15.03957,63.96636,2.09762,3.29396,ridge,0.02907,0.05792,0.00625,0.06426,0.2244,0.28723,0.27921,0.29833,0.07569,0.0201,0.95621,0.57346,-0.133,-0.58003,0.215,3.76567,0.07199,0.27109,0.2658,3.49206,4.46981,-9.07423,-14.53843,5.4642,-11.80633,0.25771,0.2923,-0.76472,0.0726,0.2895
SAU-013948,21.14708,79.59207,BLK_003_004,ZONE_07,UNLABELLED,not_documented,ok,2.64257,45.78394,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,Quartz-mica schist and quartzite,0.2422,3.75541,1898.30815,low (greenschist),fresh / slightly weathered,0.1778,0.5783,20.701,20.95387,0.05,0.0,23.65815,0.3439,not_applicable,35.70164,ENE-WSW,3.31438,0.0,521.97864,5.8646,255.76401,-0.96929,-0.24592,-0.0686,11.2331,52.85586,1.33318,1.63563,slope,0.06658,0.08136,0.07135,0.08469,0.19575,0.26218,0.25451,0.2468,0.25026,0.17691,0.56208,0.00842,-0.50932,0.00081,1.07164,1.41462,0.6951,0.9833,1.00162,2.31137,3.09576,-11.21117,-19.71743,8.50626,-15.4643,1.16834,1.00276,-0.27872,0.6662,0.4264
SAU-013949,21.33052,79.42723,BLK_007_001,ZONE_07,UNLABELLED,not_documented,ok,6.49847,36.76743,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.1144,0.16313,,high (upper amphibolite),moderately weathered,0.2985,0.2832,4.90401,4.47089,1.48437,0.92735,22.6589,0.6396,not_applicable,28.19572,NW-SE,4.12244,0.0,568.37865,13.35196,204.48674,-0.41448,-0.91006,-0.0272,14.26,57.73284,0.7233,3.18544,ridge,0.07617,0.01347,0.10949,0.09395,0.005,0.005,0.005,0.005,0.3335,0.24114,-0.91266,-0.97046,-0.92236,0.69029,1.43744,1.38301,48.228,66.7,5.45756,0.05322,0.05322,-13.59724,-24.75445,11.1572,-19.17585,0.13986,1.12147,,0.9499,0.4733
SAU-013950,21.79657,80.45426,BLK_016_022,ZONE_06,UNLABELLED,not_documented,ok,2.87177,19.24525,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,Biotite-muscovite schist/gneiss and biotite granulite,0.2605,6.08831,2018.13376,low (greenschist),highly weathered / lateritic,0.3922,0.2805,4.59721,3.4133,1.63736,0.96421,12.51161,0.2217,not_applicable,9.6091,E-W,0.96036,0.3057,311.20647,7.57165,98.209,0.98975,-0.14278,0.111,9.82512,50.54142,1.29149,-5.91697,valley,0.05711,0.0592,0.06297,0.08229,0.13969,0.15236,0.1623,0.18335,0.1659,0.12699,0.44094,-0.01097,-0.47401,0.0211,1.10261,1.3064,0.78244,1.02218,1.04312,1.69753,1.8515,-9.39105,-21.491,12.09995,-15.44103,0.91935,0.76859,-0.51918,0.9611,0.3951
SAU-013951,21.49401,80.38807,BLK_010_020,ZONE_10,UNLABELLED,not_documented,ok,2.73973,39.94358,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,Biotite-muscovite schist/gneiss and biotite granulite,0.4741,8.1161,1668.25968,granulite facies,moderately weathered,0.2142,0.5945,20.477,16.61639,1.14813,,8.45458,0.6999,not_applicable,29.5469,N-S,5.04062,0.2042,529.53743,4.64792,219.86324,-0.64096,-0.76758,0.1891,11.23663,49.43503,0.3029,1.74886,slope,,0.08858,0.08483,0.08962,0.20098,0.26477,0.24609,0.2583,0.18671,,0.48731,0.1372,-0.35646,,,,,0.75871,,2.24258,2.95436,-8.64423,-21.04146,12.39723,-14.84285,0.75374,0.49115,-0.16908,0.7267,0.3217
SAU-013952,21.70881,80.55417,BLK_015_024,ZONE_10,UNLABELLED,not_documented,ok,3.67184,30.16597,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),Granite gneiss / migmatite (basement),0.3068,0.44658,3100.44777,granulite facies,moderately weathered,0.2228,0.0,13.51124,,0.34256,0.4921,25.44243,0.0,not_applicable,23.37622,ENE-WSW,4.44069,0.3917,260.0,16.98678,118.20652,0.88125,-0.47265,2.3826,19.10256,72.19194,1.69524,-41.50994,valley,0.0575,0.08143,,0.10243,0.22647,0.24378,0.25327,0.26317,0.32846,0.28884,,-0.12925,-0.60267,,,1.13717,1.14044,1.29688,,2.21097,2.37997,-8.64808,-17.95841,9.31033,-13.30324,1.04759,1.1256,0.50758,,0.3874
SAU-013953,21.44615,79.77563,BLK_009_008,ZONE_09,UNLABELLED,not_documented,ok,2.26284,11.82761,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),Granite gneiss / migmatite (basement),0.1847,1.4878,2531.30547,medium (lower amphibolite),highly weathered / lateritic,0.2897,0.4852,2.18178,1.57734,0.63985,0.15979,4.18612,0.5802,not_applicable,8.44596,NNE-SSW,2.34892,0.4642,444.42644,3.11417,17.30621,0.29748,0.95473,-0.0678,7.79005,27.38022,0.2,-0.71559,slope,0.07057,0.06249,0.05576,0.11309,0.16216,0.2013,0.17363,0.20357,0.36639,,0.51384,-0.35695,-0.70859,0.26705,0.79014,,,2.11018,1.72871,1.4339,1.78,-12.31629,-21.07468,8.75839,-16.69549,0.76858,0.64002,0.8375,0.5626,0.5439
SAU-013954,21.75665,80.48194,BLK_016_022,ZONE_10,UNLABELLED,not_documented,ok,3.86713,23.62201,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),Granite gneiss / migmatite (basement),0.0273,2.6914,2907.83701,granulite facies,moderately weathered,0.3223,0.0439,3.23496,2.41795,1.16323,0.43582,17.75987,0.0,limb,14.77013,NNE-SSW,19.66496,0.1478,273.90353,8.70245,130.03835,0.76561,-0.6433,0.0227,8.13798,47.0384,1.31297,-2.46161,slope,0.07951,0.06542,0.08639,0.10468,0.16614,0.18241,0.20903,0.20533,0.17743,0.08375,0.41514,0.08177,-0.46123,-0.04475,1.08653,2.11857,0.40066,0.84883,0.91433,1.58712,1.74255,-11.30588,-20.86033,9.55445,-16.08311,0.13056,0.73338,-1.1745,0.4391,0.1938
SAU-013955,21.71983,79.86799,BLK_015_010,ZONE_05,UNLABELLED,not_documented,ok,3.87405,1.86249,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon II (middle),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],1.0,1.06766,2005.81325,high (upper amphibolite),fresh / slightly weathered,0.6708,0.8092,1.0456,0.14785,1.75785,0.75241,5.44487,0.5995,limb,17.14509,ENE-WSW,3.80788,0.5648,267.86888,7.59399,262.63286,-0.99174,-0.12823,0.4597,11.8616,55.34972,1.47362,-6.97362,valley,0.07629,0.09544,0.12033,0.12804,0.17954,0.1849,0.20979,0.21543,0.25673,0.17419,0.27099,-0.10062,-0.45799,0.1372,1.57727,1.47385,0.83031,1.22375,1.31802,1.40222,1.44408,-10.24352,-21.23482,10.99129,-15.73917,0.74636,0.58435,0.33223,0.4039,0.4328
SAU-013956,21.30941,79.44461,BLK_007_001,ZONE_07,UNLABELLED,not_documented,ok,4.19689,,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,Quartz-muscovite schist and gneiss,0.274,,1927.2343,medium (lower amphibolite),moderately weathered,0.6154,0.4347,1.89497,1.53228,1.86211,0.93761,23.18676,0.6393,not_applicable,28.03437,NW-SE,1.41,0.1045,531.85137,12.37952,180.03521,-0.00061,-1.0,0.0272,14.66282,60.93726,1.91961,-3.28641,valley,0.05595,0.0387,0.11282,0.09288,0.02144,0.01633,0.05495,0.03952,0.27578,0.21707,-0.34494,-0.6677,-0.75388,0.55596,2.01644,1.27047,3.95032,5.01874,3.50406,0.23084,0.17582,-13.0723,-24.24571,11.1734,-18.65901,0.78398,0.98897,-0.16464,0.3547,0.5178
SAU-013957,22.00802,79.94519,BLK_021_011,ZONE_03,UNLABELLED,not_documented,ok,3.00977,26.37467,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss","Marble, calc-silicate rock, granulite/gneiss",0.2456,23.87151,1703.98444,medium (lower amphibolite),highly weathered / lateritic,0.5592,0.4529,6.80715,4.77037,0.93004,0.47905,,0.3793,not_applicable,26.38827,NNE-SSW,30.0,0.3405,377.78772,6.86419,48.127,0.74463,0.66748,0.1848,11.39937,47.7543,2.25559,0.37992,slope,0.06434,0.05142,0.13185,0.12759,0.05902,0.1109,0.08364,0.08535,0.21513,0.18856,-0.22372,-0.4401,-0.61418,0.40205,2.04927,1.14091,2.25442,2.57209,2.34478,0.46258,0.86919,-13.70371,-25.82001,12.11629,-19.76186,0.78288,0.51828,-0.10188,0.2202,0.4395
SAU-013958,21.82887,80.06992,BLK_017_014,ZONE_03,UNLABELLED,not_documented,ok,4.00377,7.47735,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],0.9255,0.0118,1992.41156,high (upper amphibolite),moderately weathered,0.4057,0.8134,0.5573,0.19432,3.25364,1.62076,3.94967,0.6081,not_applicable,28.48799,E-W,0.07917,0.6399,458.76758,8.23516,25.83711,0.43581,0.90004,,17.45217,68.6082,1.48631,4.37948,ridge,0.06894,0.07481,0.07077,0.10974,0.16784,0.18199,0.1977,0.20801,0.08338,0.03118,0.47279,0.40672,-0.05418,-0.26733,1.02654,2.67415,0.15771,0.42175,0.57812,1.52943,1.65837,-8.86355,-18.83051,9.96697,-13.84703,0.86817,0.92893,-1.27868,0.153,0.237
SAU-013959,21.03186,79.91172,BLK_001_011,ZONE_04,UNLABELLED,not_documented,ok,3.00961,59.70686,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.305,5.18436,2164.47423,granulite facies,moderately weathered,0.3332,0.4531,29.91036,26.13079,0.52622,0.0,42.66472,0.5736,not_applicable,54.43053,E-W,0.99534,0.2047,505.76324,7.5451,226.9686,-0.73098,-0.6824,0.8287,16.01588,75.00826,0.84416,-12.03458,valley,0.06337,0.0808,0.13814,0.09876,,0.17089,0.15507,,0.30575,0.24506,0.05774,-0.32698,-0.58194,0.34039,2.1799,1.24765,1.58032,1.97169,2.03209,,1.73036,-8.80055,-21.4687,12.66815,-15.13462,1.18909,0.94604,0.28364,0.826,0.4554
SAU-013960,20.99524,80.37107,BLK_000_020,ZONE_08,UNLABELLED,not_documented,ok,2.88136,88.72019,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.0748,4.43494,2341.7663,high (upper amphibolite),fresh / slightly weathered,0.1141,0.6027,45.17706,49.27717,,0.70771,47.44176,0.563,not_applicable,84.24823,NNE-SSW,3.10614,0.0254,459.34146,7.77392,183.89545,-0.06794,-0.99769,0.1533,10.84978,52.86205,1.44089,-5.063,valley,0.03949,0.06887,0.0379,0.08905,0.18232,0.23202,0.23703,0.26641,0.25013,0.16264,0.72429,-0.02689,-0.56821,0.02039,0.95974,1.53794,0.68616,1.05527,1.04162,2.04739,2.6055,-8.84543,-18.50813,9.6627,-13.67678,0.58476,0.76224,-0.66694,0.9965,0.324
SAU-013961,21.80935,79.80738,BLK_017_009,ZONE_05,UNLABELLED,not_documented,ok,3.64739,10.82008,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,Marble and calc-silicate rock [ore-adjacent facies],0.7316,8.98766,1901.07291,medium (lower amphibolite),fresh / slightly weathered,0.2391,0.7193,1.32455,0.9252,1.33292,0.71583,15.92331,0.6739,not_applicable,16.8268,E-W,4.47527,0.3992,260.0,8.77283,218.58736,-0.62371,-0.78166,0.3965,12.05091,63.09017,2.50033,-4.79503,valley,0.01278,0.06265,0.04988,0.06584,0.15309,0.18615,0.21599,0.2384,0.20602,0.14949,0.62478,0.02363,-0.53363,0.05598,3.90297,1.37815,0.69212,0.95384,1.11859,2.32518,2.82731,-9.61608,-20.18913,10.57305,-14.90261,0.43558,0.70379,-0.64656,0.4015,0.4754
SAU-013962,21.70844,80.54738,BLK_015_023,ZONE_10,UNLABELLED,not_documented,ok,4.04402,30.01011,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,Basaltic/lateritic cover and alluvium,0.0,5.8649,25.41,granulite facies,moderately weathered,0.2443,0.0,11.22863,10.26426,0.99491,0.88864,25.2501,0.0,not_applicable,22.70894,NNE-SSW,10.53759,0.2561,260.0,8.0874,128.49217,0.78269,-0.62241,2.3351,16.36369,57.3572,2.16572,-37.25506,valley,0.07639,0.09703,0.10804,0.13309,0.20082,0.23713,0.25852,0.23281,0.31517,0.21529,0.41052,-0.09875,-0.52921,0.11647,1.41432,1.46393,0.83278,1.21913,1.26365,1.5089,1.78173,-11.00523,-22.22995,11.22472,-16.61759,1.46327,0.49783,1.4258,0.4811,0.4768
SAU-013963,22.05935,79.44641,BLK_022_001,ZONE_01,UNLABELLED,not_documented,ok,4.52384,50.98871,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,Quartz-mica schist and quartzite,0.3305,17.62362,1860.60224,high (upper amphibolite),highly weathered / lateritic,0.2342,0.6749,49.06639,37.69128,,0.62133,60.28577,0.7252,not_applicable,29.65429,NW-SE,0.56648,0.2411,497.33945,5.47479,74.63744,0.96427,0.26493,0.1375,30.6736,99.66236,1.3196,-0.85154,slope,0.0832,0.13566,0.08716,0.14483,0.29926,0.35816,0.37518,0.36815,0.34622,0.24529,0.62296,0.04014,-0.43696,-0.02803,1.0476,1.41147,0.65379,0.92281,0.94546,2.06628,2.47297,-3.68106,-11.72808,8.04702,-7.70457,2.46459,1.99588,1.65876,0.7227,0.5492
SAU-013964,21.76056,80.28653,BLK_016_018,ZONE_03,UNLABELLED,not_documented,ok,2.12874,10.4978,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.298,5.06732,2196.74309,medium (lower amphibolite),fresh / slightly weathered,0.0167,0.3748,2.32227,2.1538,0.62828,0.0,6.95511,0.4995,limb,4.93765,E-W,3.57593,0.4899,390.05785,9.30377,158.72693,0.36281,-0.93186,0.1847,9.34812,49.74245,1.09899,-4.54912,valley,0.03848,0.08524,0.05125,0.09801,0.18527,0.22789,0.25106,0.23939,0.25647,0.14958,0.66094,-0.01066,-0.5011,0.03044,1.33186,1.7146,0.59579,1.02155,1.06279,1.89032,2.32517,-12.47465,-20.28067,7.80603,-16.37766,1.0604,0.55064,0.50488,0.665,0.3643
SAU-013965,21.19983,80.55767,BLK_004_024,ZONE_08,UNLABELLED,not_documented,ok,3.26663,76.86762,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,Basaltic/lateritic cover and alluvium,0.3779,2.39996,25.15643,granulite facies,moderately weathered,0.3855,,45.17686,35.60833,1.62337,0.94782,28.11272,0.4272,not_applicable,65.75263,N-S,3.14892,0.1272,392.51843,1.69839,295.56792,-0.90207,0.43158,0.1048,2.18068,21.35471,1.32455,-0.70001,slope,0.06486,0.07457,0.09876,0.11863,0.18954,0.22758,0.21301,0.24402,0.27146,0.22229,0.36646,-0.12065,-0.569,0.1425,1.52266,1.2212,1.04357,1.2744,1.33235,1.59774,1.9184,,-19.37626,,,0.05,0.02,-0.60144,0.2862,0.248
SAU-013966,21.00045,80.06911,BLK_001_014,ZONE_04,UNLABELLED,not_documented,ok,3.02809,69.11525,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,Basaltic/lateritic cover and alluvium,0.2659,5.07121,42.0448,low (greenschist),moderately weathered,0.0,0.3638,52.87398,41.67947,1.26035,0.63476,56.06102,0.4518,not_applicable,66.08547,N-S,6.45016,0.143,533.89185,7.1413,350.31513,-0.16823,0.98575,0.1591,11.78382,43.31548,1.71039,-1.26103,slope,0.03491,0.04487,0.0266,0.05935,0.1928,0.24378,0.28593,0.268,0.19441,,0.82978,0.19053,-0.62496,-0.18424,0.76196,,,0.67992,0.68885,3.24853,4.1075,-9.00199,-17.64189,8.6399,-13.32194,0.49145,0.42548,-0.83672,0.276,0.3305
SAU-013967,21.58889,80.49228,BLK_012_022,ZONE_10,UNLABELLED,not_documented,ok,2.72604,38.76556,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.2606,2.43216,2541.97979,granulite facies,moderately weathered,0.0,0.5161,11.39526,9.07072,0.90199,0.59498,11.5172,0.4885,limb,24.73035,NNE-SSW,0.1356,0.125,386.98403,15.11893,212.70048,-0.54025,-0.84151,-0.7689,17.28411,66.17164,1.18237,11.58022,ridge,0.07244,0.11611,0.08901,0.12649,0.25886,0.30179,0.29836,0.33941,0.16192,0.05654,0.54044,0.29643,-0.16477,-0.1928,1.22874,2.86381,0.1895,0.5427,0.67673,2.04649,2.38588,-6.57362,-16.71616,10.14254,-11.64489,0.79557,1.24821,0.04809,1.0,0.3681
SAU-013968,21.54556,80.24938,BLK_011_017,ZONE_10,UNLABELLED,not_documented,ok,2.53605,28.96121,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),Granite gneiss / migmatite (basement),0.0171,4.9583,2895.15533,granulite facies,moderately weathered,0.0,,15.98161,14.42147,1.06372,0.35432,22.74072,0.3625,limb,24.90528,NW-SE,0.74793,0.1935,558.50746,5.91254,258.01782,-0.97821,-0.20761,0.0859,13.91967,44.98905,1.36543,-4.09927,valley,0.02542,0.03964,0.03867,0.07378,0.15237,0.19499,0.20591,0.22294,0.28055,0.24748,0.68378,-0.15344,-0.7524,0.15964,1.52124,1.13363,1.20188,1.36249,1.37993,2.06519,2.64286,-10.1828,-19.41151,9.2287,-14.79715,0.63153,1.00782,-0.4041,0.8491,0.3054
SAU-013969,22.07486,79.36889,BLK_022_000,ZONE_01,UNLABELLED,not_documented,ok,2.68207,57.29706,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),Granite gneiss / migmatite (basement),0.0412,1.77828,2511.5419,high (upper amphibolite),moderately weathered,0.1596,0.4542,53.05397,44.26805,0.22478,0.15617,68.21932,0.3903,limb,35.32313,NNE-SSW,15.88418,0.1254,501.81204,4.01904,106.67651,0.95794,-0.28697,0.3157,11.78941,,0.98427,-2.76825,slope,0.0844,0.11161,0.09486,0.15377,0.25258,0.29209,0.3313,0.35131,0.32791,0.2417,0.55482,0.00514,-0.49213,0.00843,1.12393,1.35668,0.72955,0.98977,1.01701,1.64258,1.89953,-10.88686,-16.66214,5.77528,-13.7745,0.70038,1.21425,,0.4973,0.4464
SAU-013970,21.80004,80.22262,BLK_017_017,ZONE_03,UNLABELLED,not_documented,ok,2.03388,4.10199,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,Quartz-mica schist and quartzite,0.5238,1.11753,1714.57934,low (greenschist),moderately weathered,0.2874,0.3969,2.2816,1.46484,1.86527,0.66532,0.51292,0.5562,,12.39635,ENE-WSW,1.33137,0.3019,490.85487,11.46348,132.72245,0.73465,-0.67845,-0.0911,7.13503,37.49456,0.79653,0.48401,slope,0.05167,0.0616,0.01532,0.06287,0.22789,0.30215,0.3115,0.28739,0.18669,0.10551,0.90625,0.25053,-0.50381,-0.28515,0.2965,1.76941,0.33872,0.59933,0.55624,3.62478,4.80595,-8.46384,-16.18876,7.72492,-12.3263,0.55567,0.12172,-0.09746,1.0,0.3854
