sample_id,name,latitude,longitude,coordinate_precision,district,state,locality_type,label_status,geological_group,formation,host_rock,ore_type,structural_notes,geological_age,metamorphic_grade,distance_to_nearest_known_mn_km,fault_lineament_distance_km,lineament_density_per_sqkm,structural_intersection_flag,elevation_m,slope_deg,aspect_deg,curvature,drainage_density,s2_B2,s2_B3,s2_B4,s2_B5,s2_B6,s2_B7,s2_B8,s2_B8A,s2_B11,s2_B12,ndvi,ndmi,bsi,iron_oxide_index,s1_VV,s1_VH,notes,data_source,source_url
212,background_grid_0201,21.6,79.0,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,34.11,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
213,background_grid_0202,21.6,79.1,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,27.12,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
214,background_grid_0203,21.6,79.2,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,22.83,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
215,background_grid_0204,21.6,79.3,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,22.83,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
216,background_grid_0205,21.6,79.4,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,27.12,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
217,background_grid_0206,21.6,79.5,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,20.83,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
218,background_grid_0207,21.6,79.6,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,11.21,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
219,background_grid_0208,21.6,79.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,5.59,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
220,background_grid_0209,21.6,79.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,12.01,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
221,background_grid_0210,21.6,79.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,20.17,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
222,background_grid_0211,21.6,80.0,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,29.72,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
223,background_grid_0212,21.6,80.1,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,29.37,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
224,background_grid_0213,21.6,80.2,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,26.17,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
225,background_grid_0214,21.6,80.3,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,26.84,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
226,background_grid_0215,21.6,80.4,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,31.14,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
227,background_grid_0216,21.6,80.5,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,37.84,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
228,background_grid_0217,21.6,80.6,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,43.28,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
229,background_grid_0218,21.6,80.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,47.5,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
230,background_grid_0219,21.6,80.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,53.42,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
231,background_grid_0220,21.6,80.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,60.53,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
232,background_grid_0221,21.7,79.0,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,42.21,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
233,background_grid_0222,21.7,79.1,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,36.79,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
234,background_grid_0223,21.7,79.2,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,33.76,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
235,background_grid_0224,21.7,79.3,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,33.76,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
236,background_grid_0225,21.7,79.4,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,33.83,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
237,background_grid_0226,21.7,79.5,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,23.52,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
238,background_grid_0227,21.7,79.6,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,13.24,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
239,background_grid_0228,21.7,79.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,3.31,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
240,background_grid_0229,21.7,79.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,7.75,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
241,background_grid_0230,21.7,79.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,17.96,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
242,background_grid_0231,21.7,80.0,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,28.26,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
243,background_grid_0232,21.7,80.1,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,20.23,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
244,background_grid_0233,21.7,80.2,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,15.22,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
245,background_grid_0234,21.7,80.3,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,16.34,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
246,background_grid_0235,21.7,80.4,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,22.72,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
247,background_grid_0236,21.7,80.5,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,30.18,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
248,background_grid_0237,21.7,80.6,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,32.88,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
249,background_grid_0238,21.7,80.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,38.27,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
250,background_grid_0239,21.7,80.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,45.4,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
251,background_grid_0240,21.7,80.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,53.58,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
252,background_grid_0241,21.8,79.0,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,51.44,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
253,background_grid_0242,21.8,79.1,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,47.1,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
254,background_grid_0243,21.8,79.2,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,44.78,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
255,background_grid_0244,21.8,79.3,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,44.78,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
256,background_grid_0245,21.8,79.4,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,36.15,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
257,background_grid_0246,21.8,79.5,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,26.76,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
258,background_grid_0247,21.8,79.6,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,18.4,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
259,background_grid_0248,21.8,79.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,13.2,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
260,background_grid_0249,21.8,79.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,14.94,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
261,background_grid_0250,21.8,79.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,22.04,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
262,background_grid_0251,21.8,80.0,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,24.27,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
263,background_grid_0252,21.8,80.1,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,14.25,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
264,background_grid_0253,21.8,80.2,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,5.05,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
265,background_grid_0254,21.8,80.3,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,7.82,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
266,background_grid_0255,21.8,80.4,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,17.6,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
267,background_grid_0256,21.8,80.5,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,19.15,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
268,background_grid_0257,21.8,80.6,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,23.18,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
269,background_grid_0258,21.8,80.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,30.34,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
270,background_grid_0259,21.8,80.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,38.95,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
271,background_grid_0260,21.8,80.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,48.23,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
272,background_grid_0261,21.9,79.0,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,61.31,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
273,background_grid_0262,21.9,79.1,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,57.72,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
274,background_grid_0263,21.9,79.2,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,55.84,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
275,background_grid_0264,21.9,79.3,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,50.21,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
276,background_grid_0265,21.9,79.4,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,41.43,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
277,background_grid_0266,21.9,79.5,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,33.56,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
278,background_grid_0267,21.9,79.6,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,27.36,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
279,background_grid_0268,21.9,79.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,24.18,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
280,background_grid_0269,21.9,79.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,25.17,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
281,background_grid_0270,21.9,79.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,29.93,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
282,background_grid_0271,21.9,80.0,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,24.76,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
283,background_grid_0272,21.9,80.1,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,15.08,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
284,background_grid_0273,21.9,80.2,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
