date,mine_id,month,quarter,day_of_week,planned_production_tpd,actual_production_tpd,total_trucks,available_trucks,active_trucks,total_shovels,available_shovels,active_shovels,truck_availability_pct,shovel_availability_pct,truck_utilization_pct,shovel_utilization_pct,truck_downtime_hours,shovel_downtime_hours,truck_breakdown_events,shovel_breakdown_events,maintenance_delay_hours,haul_distance_km,average_loaded_travel_time_min,average_empty_travel_time_min,average_loading_time_min,average_dumping_time_min,average_cycle_time_min,truck_cycles,queue_delay_min,haulage_delay_hours,operating_hours,effective_operating_hours,overall_utilization_pct,loading_efficiency_pct,haulage_efficiency_pct,blasting_delay_hours,shift_delay_hours,fragmentation_index,weather_disruption_hours,rainfall_mm,temperature_c,soil_moisture_index,ground_condition_index,ore_feed_tonnes,ore_grade_pct,waste_to_ore_ratio
2021-12-22,MINE_08,12,4,Wednesday,3075.0,1966.0,22,22,20,5,5,4,100.0,100.0,79.8,79.1,0.9,1.3,0,0,0.2,4.94,15.4,9.3,3.9,1.8,30.8,34,0.4,0.2,18.8,18.5,98.0,87.6,88.3,0.0,0.0,80.5,0.1,0.4,17.5,16.2,16.7,7044.962495380589,0.5894553609038705,0.7643082346370829
2021-12-23,MINE_08,12,4,Thursday,2992.0,3222.0,22,20,18,5,5,4,90.9,100.0,83.1,92.6,6.0,0.4,0,0,0.7,5.19,12.5,8.2,5.2,1.7,29.5,42,2.0,0.2,24.0,23.5,98.1,84.1,82.6,0.0,0.0,71.3,0.0,0.4,18.4,2.5,10.0,8086.561247002944,0.4601356662987732,1.436680334381027
2021-12-24,MINE_08,12,4,Friday,3268.0,2780.0,22,22,21,5,5,4,100.0,100.0,92.1,83.9,0.2,0.2,0,0,0.3,5.06,10.4,7.7,4.0,1.7,26.0,49,2.1,0.2,21.8,21.7,99.1,79.7,78.3,0.0,0.0,72.0,0.0,0.2,19.0,5.0,2.2,8734.61788977904,0.5425161696464442,1.4476349510160558
2021-12-25,MINE_08,12,4,Saturday,2915.0,2930.0,22,22,20,5,5,4,100.0,100.0,91.0,90.0,0.1,0.1,0,0,0.4,5.73,11.8,8.8,5.6,1.4,28.9,40,1.2,0.1,22.7,22.5,99.2,87.2,85.7,0.0,0.0,48.0,0.0,0.4,19.6,8.6,3.5,8431.730608897045,0.579908972396172,1.133091399844749
2021-12-26,MINE_08,12,4,Sunday,3251.0,2363.0,22,22,19,5,5,4,100.0,100.0,89.2,84.5,0.2,0.3,0,0,0.1,5.07,12.9,7.3,6.0,1.8,30.0,34,2.0,0.1,21.2,20.4,96.0,76.8,80.4,0.0,0.7,50.8,0.0,1.7,19.7,9.8,10.5,11890.519483057045,0.5569896289804358,1.2923330822744892
2021-12-27,MINE_08,12,4,Monday,3033.0,1905.0,22,20,18,5,4,3,90.9,80.0,92.2,94.4,8.1,8.0,0,1,1.7,5.26,13.0,9.0,4.5,1.9,30.9,27,2.3,0.3,20.0,17.2,85.8,82.7,80.5,1.2,0.0,85.6,0.0,0.1,19.9,12.6,12.6,13615.546822927392,0.6009524561171304,1.3250836634900547
2021-12-28,MINE_08,12,4,Tuesday,3231.0,1883.0,22,22,19,5,4,4,100.0,80.0,89.3,85.5,0.0,6.4,0,1,0.8,5.38,15.2,11.6,5.6,2.0,35.0,27,0.6,0.4,21.8,17.9,82.1,80.2,74.4,1.2,1.1,71.9,0.6,14.1,21.1,16.3,20.8,8561.733937195393,0.5320527196511204,1.331545963620681
2021-12-29,MINE_08,12,4,Wednesday,3188.0,2342.0,22,22,21,5,5,4,100.0,100.0,84.4,93.2,0.1,0.3,0,0,0.2,5.16,11.8,7.0,5.3,1.7,26.7,35,0.9,0.2,19.5,17.3,88.4,86.6,84.0,2.1,0.0,71.2,0.0,0.3,17.8,5.5,11.4,8683.085505773981,0.5105831150216302,1.5825677731009566
2021-12-31,MINE_08,12,4,Friday,3482.0,3295.0,22,22,21,5,5,4,100.0,100.0,90.9,90.2,0.1,0.2,0,0,0.1,5.47,12.6,9.0,4.7,1.5,28.5,45,0.7,0.1,22.8,22.7,99.6,84.4,91.0,0.0,0.0,69.9,0.0,0.7,20.9,9.8,10.1,9511.943525521147,0.4505440300829786,1.320807701218079
2022-01-01,MINE_08,1,1,Saturday,3292.0,2308.0,22,20,19,5,5,4,90.9,100.0,88.2,94.2,12.3,0.1,1,0,2.5,5.0,12.1,8.3,4.8,1.3,26.5,37,0.0,0.1,20.6,19.5,94.8,74.6,80.3,0.0,0.0,62.8,0.0,0.1,21.0,7.4,14.3,8743.25374018358,0.525679997516399,1.165916647696232
2022-01-02,MINE_08,1,1,Sunday,3317.0,2665.0,22,20,19,5,5,4,90.9,100.0,86.1,85.8,16.4,0.1,1,0,1.0,5.33,10.7,8.8,3.4,1.5,26.2,34,1.9,0.2,20.6,19.3,93.8,88.3,84.4,0.5,0.0,84.8,0.0,0.3,18.9,6.5,6.9,10245.39475761377,0.5691212771120063,1.323031305921979
2022-01-04,MINE_08,1,1,Tuesday,3415.0,3362.0,22,22,21,5,5,4,100.0,100.0,85.2,97.2,0.8,0.4,0,0,0.1,5.56,12.8,8.7,4.7,1.7,28.5,40,0.6,0.1,22.0,21.8,99.4,84.6,90.1,0.0,0.0,73.7,0.0,0.3,21.7,12.3,10.3,10545.609832779319,0.5825486232931094,1.151458471719285
2022-01-05,MINE_08,1,1,Wednesday,3238.0,3013.0,22,22,22,5,5,5,100.0,100.0,93.8,85.4,1.8,0.2,0,0,0.3,5.03,13.2,8.8,4.2,1.5,30.2,39,2.4,0.2,21.1,20.9,98.9,82.9,80.5,0.0,0.0,76.7,0.0,0.1,21.6,9.1,14.3,9969.183175902182,0.46373794804582724,1.0243372734105927
2022-01-07,MINE_08,1,1,Friday,2683.0,2510.0,22,22,20,5,4,4,100.0,80.0,91.7,89.0,0.3,5.6,0,1,0.7,5.05,15.0,8.0,5.5,1.7,31.3,37,1.1,0.1,21.3,20.5,96.2,78.9,76.6,0.0,0.0,71.8,0.0,0.1,21.3,14.5,17.8,14976.235973595907,0.6053360369848733,1.4813961412459682
2022-01-08,MINE_08,1,1,Saturday,3311.0,2621.0,22,22,20,5,5,4,100.0,100.0,84.5,87.9,0.5,0.8,0,0,0.4,5.15,13.5,9.0,5.0,2.2,30.1,41,0.4,0.0,22.1,21.9,99.0,86.0,84.6,0.0,0.0,63.9,0.0,0.3,18.1,10.2,15.6,10168.272704505338,0.48710000987477414,1.3442801707490553
2022-01-09,MINE_08,1,1,Sunday,3293.0,1508.0,22,22,20,5,3,2,100.0,60.0,83.5,93.1,0.9,9.2,0,1,1.1,4.83,11.7,7.8,4.8,2.4,35.8,32,9.1,1.2,22.0,20.3,92.1,79.9,83.9,0.0,0.0,67.0,0.0,0.4,22.9,12.1,10.8,12248.925494855119,0.5340300072657019,0.865124166503136
2022-01-10,MINE_08,1,1,Monday,3335.0,2225.0,22,21,19,5,4,3,95.5,80.0,84.6,97.7,6.6,3.8,1,0,1.4,5.43,12.7,7.9,4.4,1.9,30.0,38,3.1,0.2,22.6,21.6,95.4,78.0,86.0,0.0,0.0,60.5,0.0,0.1,22.0,0.0,5.4,8404.970389373526,0.5094082540457437,1.100714979477032
2022-01-12,MINE_08,1,1,Wednesday,3266.0,3004.0,22,20,18,5,5,4,90.9,100.0,92.3,88.5,2.9,0.0,0,0,0.4,5.23,10.8,7.4,3.6,2.2,24.4,44,0.4,0.1,22.7,21.5,94.7,83.4,85.9,0.0,1.0,71.1,0.0,0.2,22.6,8.6,5.4,10009.621558573972,0.5636418986476897,1.388976270311781
2022-01-13,MINE_08,1,1,Thursday,2950.0,3145.0,22,21,21,5,5,4,95.5,100.0,81.5,94.3,5.4,0.6,1,0,0.7,5.23,12.9,10.7,4.0,1.7,30.0,48,0.7,0.2,23.5,22.8,96.8,80.7,80.3,0.0,0.3,72.6,0.0,0.1,17.4,9.8,14.9,12041.456482841786,0.5458672645017099,0.924683156079104
2022-01-14,MINE_08,1,1,Friday,3492.0,2639.0,22,22,22,5,5,4,100.0,100.0,87.1,82.2,0.2,0.1,0,0,0.2,5.38,14.7,9.8,4.2,2.1,33.1,41,2.3,0.2,22.2,22.1,99.3,79.5,93.1,0.0,0.0,66.0,0.0,0.0,21.5,10.0,7.5,10601.623852606099,0.5779814255822495,1.086861434693449
2022-01-16,MINE_08,1,1,Sunday,3005.0,2925.0,22,20,18,5,5,4,90.9,100.0,91.3,90.2,3.3,0.1,0,0,0.9,5.38,12.8,8.6,3.4,2.4,28.2,37,1.0,0.1,22.5,22.1,98.2,90.8,84.9,0.0,0.0,92.0,0.0,4.0,20.4,16.1,4.5,9586.9184062997,0.6421024088357495,1.769749996820639
2022-01-22,MINE_08,1,1,Saturday,3269.0,3226.0,22,21,20,5,5,4,95.5,100.0,90.2,98.4,7.7,0.3,1,0,1.1,5.36,10.8,8.7,4.3,1.9,27.9,39,2.2,0.1,21.5,20.9,97.3,93.0,87.5,0.0,0.0,89.9,0.0,0.3,25.2,10.8,8.8,11945.538857021473,0.5625750410522795,1.171231295953017
2022-01-23,MINE_08,1,1,Sunday,3098.0,3047.0,22,22,18,5,5,4,100.0,100.0,90.7,89.4,0.1,0.7,0,0,0.1,5.18,11.5,8.8,6.3,1.3,28.9,40,0.9,0.1,22.8,22.7,99.4,82.1,92.1,0.0,0.0,50.9,0.0,0.4,22.0,3.5,2.7,10955.124415730177,0.5089757749120248,1.4539868308105048
2022-01-24,MINE_08,1,1,Monday,3180.0,2617.0,22,21,20,5,5,4,95.5,100.0,79.0,91.3,3.4,0.1,0,0,0.5,5.17,11.4,8.8,5.1,1.4,30.4,36,3.6,0.2,21.3,21.0,98.5,83.1,89.6,0.0,0.0,64.3,0.0,0.4,25.8,10.5,0.0,9351.543078830853,0.5660519515524639,1.5375414728452532
2022-01-25,MINE_08,1,1,Tuesday,3253.0,3107.0,22,22,22,5,5,4,100.0,100.0,90.0,95.4,0.6,0.5,0,0,0.1,5.22,11.5,8.6,5.8,1.1,28.8,41,1.8,0.1,21.8,19.9,91.3,79.0,84.1,1.8,0.0,46.8,0.0,0.1,25.2,11.4,8.4,12006.99650472855,0.6476758136074641,1.055748587306014
2022-01-26,MINE_08,1,1,Wednesday,3227.0,2550.0,22,22,17,5,5,4,100.0,100.0,83.0,85.4,0.1,0.5,0,0,0.1,5.27,12.6,8.4,4.7,1.6,27.9,37,0.6,0.1,23.5,23.3,99.2,63.2,83.6,0.0,0.0,43.3,0.1,0.4,24.3,5.9,12.2,16459.09806077412,0.5767918695475011,1.290721130753423
2022-01-28,MINE_08,1,1,Friday,3049.0,3312.0,22,22,21,5,5,4,100.0,100.0,84.8,100.0,0.5,0.3,0,0,0.1,4.98,13.5,7.4,3.6,2.0,28.7,43,2.2,0.2,23.7,21.8,91.8,83.5,91.0,1.8,0.0,84.2,0.0,0.4,25.9,6.7,10.8,10758.001527928509,0.5927063035352078,1.6492121575482979
2022-01-30,MINE_08,1,1,Sunday,3143.0,3404.0,22,22,21,5,5,4,100.0,100.0,78.0,87.0,0.5,0.3,0,0,0.1,5.05,12.4,8.7,4.8,1.9,29.3,46,1.5,0.1,24.0,23.9,99.5,87.2,88.8,0.0,0.0,74.1,0.0,0.5,23.3,11.6,13.5,10084.081474554976,0.45304645029250634,1.3293530204889494
2022-02-01,MINE_08,2,1,Tuesday,3362.0,2977.0,22,22,20,5,5,4,100.0,100.0,93.2,90.6,0.6,0.2,0,0,0.1,4.98,12.5,8.6,4.3,1.8,27.6,46,0.4,0.1,22.1,22.0,99.5,85.8,91.0,0.0,0.0,86.9,0.0,0.5,23.9,8.5,16.9,11767.387939925431,0.561971477979564,1.7105518113122886
2022-02-02,MINE_08,2,1,Wednesday,3400.0,1372.0,22,19,18,5,5,4,86.4,100.0,89.7,77.9,19.5,0.0,1,0,2.7,5.03,14.7,9.4,4.3,2.4,33.6,25,2.8,0.3,20.5,16.2,79.2,71.3,86.2,1.8,1.0,58.4,0.2,11.0,26.0,16.1,12.6,9612.116054633807,0.5259521787909974,1.1100697498319154
2022-02-03,MINE_08,2,1,Thursday,3260.0,2141.0,22,21,19,5,4,3,95.5,80.0,83.0,94.7,3.9,2.3,0,0,0.8,5.06,11.9,8.6,4.0,1.9,29.1,38,2.8,0.2,23.9,23.0,96.3,83.0,79.3,0.0,0.0,74.2,0.2,7.5,23.6,11.6,6.8,10103.37556041423,0.5032862876229255,1.59686748869854
2022-02-07,MINE_08,2,1,Monday,3306.0,2768.0,22,22,22,5,5,4,100.0,100.0,90.0,90.5,0.9,0.1,0,0,0.3,4.99,10.1,8.2,5.1,1.6,26.8,45,1.9,1.0,19.7,18.7,94.7,79.4,82.9,0.5,0.0,60.4,0.0,0.6,24.0,0.0,7.6,9331.539927073341,0.5394657020376673,1.2407828708554016
2022-02-08,MINE_08,2,1,Tuesday,2938.0,3405.0,22,22,21,5,5,4,100.0,100.0,92.2,87.8,0.2,0.3,0,0,0.2,5.57,13.6,8.8,4.1,1.6,29.0,49,0.8,0.1,23.3,23.1,99.2,83.2,91.1,0.0,0.0,58.6,0.1,0.4,25.6,8.6,11.6,10557.256526744712,0.5466680240082515,1.171952059792435
2022-02-09,MINE_08,2,1,Wednesday,3474.0,2207.0,22,22,20,5,4,3,100.0,80.0,94.3,82.1,0.1,1.7,0,0,0.7,4.87,12.0,8.1,4.0,1.9,29.3,38,3.3,0.4,21.8,21.1,97.1,80.0,80.7,0.0,0.0,72.1,0.1,9.9,24.6,9.9,5.6,11854.015008066697,0.50635160042735,1.3654562115045916
2022-02-10,MINE_08,2,1,Thursday,3208.0,2236.0,22,20,17,5,4,3,90.9,80.0,90.9,100.0,7.0,8.8,0,1,2.4,5.56,14.1,9.0,5.7,2.1,33.1,31,2.1,0.1,23.8,22.0,92.4,83.3,81.5,0.0,0.0,76.1,0.0,0.1,29.0,10.6,10.0,10465.093715641511,0.5510586618483885,1.2151563806430814
2022-02-11,MINE_08,2,1,Friday,3387.0,2674.0,22,22,19,5,5,4,100.0,100.0,84.5,91.6,0.2,0.1,0,0,0.2,5.46,13.8,10.0,5.5,2.4,33.1,33,1.3,0.2,22.2,22.1,99.3,90.6,96.0,0.0,0.0,75.8,0.0,1.2,27.5,10.6,13.7,9764.843242526731,0.5311513646579696,1.2205343195201197
2022-02-12,MINE_08,2,1,Saturday,3293.0,3401.0,22,22,18,5,5,5,100.0,100.0,81.2,99.0,0.2,0.1,0,0,0.0,5.34,15.8,7.1,4.2,2.2,29.2,34,0.0,0.1,22.4,22.4,99.8,78.7,81.8,0.0,0.0,73.2,0.0,0.3,25.8,4.6,8.9,12601.259128233743,0.5793272931352949,1.3344865970195707
2022-02-14,MINE_08,2,1,Monday,2941.0,3013.0,22,22,20,5,5,4,100.0,100.0,100.0,90.3,0.4,0.1,0,0,0.1,5.46,12.7,11.1,6.2,2.0,32.9,32,0.9,0.1,22.2,22.1,99.6,73.7,86.8,0.0,0.0,44.8,0.0,0.1,25.6,8.9,13.6,8298.04093671801,0.55320977128204,0.8759012645327413
2022-02-15,MINE_08,2,1,Tuesday,3150.0,2567.0,22,18,17,5,5,4,81.8,100.0,85.6,90.7,31.1,0.2,2,0,2.4,4.84,8.6,9.0,5.7,2.1,25.8,38,0.3,0.7,23.3,21.6,92.6,69.8,82.7,0.0,0.0,47.6,0.0,0.3,27.6,10.5,7.5,9134.068913095172,0.5613689397736198,1.0777168361095388
2022-02-16,MINE_08,2,1,Wednesday,3335.0,2883.0,22,20,18,5,5,4,90.9,100.0,87.1,90.1,10.7,0.9,1,0,1.1,5.58,13.3,8.7,4.4,1.3,27.8,37,0.2,0.3,22.4,19.9,88.8,79.9,86.8,1.7,0.0,77.3,0.0,5.8,28.7,12.3,5.5,12741.315047223,0.5945594933146748,1.3819766852926965
2022-02-17,MINE_08,2,1,Thursday,3393.0,2641.0,22,19,17,5,5,4,86.4,100.0,90.2,85.2,11.2,0.3,1,0,1.6,5.29,11.0,7.4,4.7,1.7,24.8,38,0.0,0.0,23.4,21.1,90.2,76.6,92.4,1.5,0.0,63.2,0.0,0.2,27.8,12.1,7.1,10282.589041202147,0.5712157273280651,1.4357541575092099
2022-02-19,MINE_08,2,1,Saturday,2938.0,2755.0,22,22,20,5,5,4,100.0,100.0,92.6,85.6,0.8,0.1,0,0,0.5,5.03,13.7,9.9,4.6,1.3,30.9,41,1.4,0.3,22.3,22.0,98.7,83.0,90.2,0.0,0.0,60.8,0.0,2.8,26.3,5.5,12.8,7553.558974402775,0.5403585134434064,1.3088936148740313
2022-02-20,MINE_08,2,1,Sunday,3531.0,2390.0,22,22,19,5,5,4,100.0,100.0,86.2,88.8,0.1,0.1,0,0,0.3,5.29,14.1,9.4,4.9,2.2,31.3,36,0.8,0.2,22.1,22.0,99.2,83.1,80.6,0.0,0.0,51.9,0.0,2.1,25.8,8.7,15.3,11204.242902936847,0.4259122827860064,1.292622183231169
2022-02-22,MINE_08,2,1,Tuesday,3177.0,3578.0,22,20,18,5,5,4,90.9,100.0,93.7,99.7,4.9,0.1,0,0,0.7,4.8,9.9,8.9,4.7,1.7,25.8,42,0.6,0.3,22.1,21.6,98.0,91.6,91.2,0.0,0.0,70.1,0.0,0.3,27.6,0.0,4.2,10963.499907732426,0.568948194695634,1.3179164977543663
2022-02-24,MINE_08,2,1,Thursday,2763.0,2506.0,22,22,20,5,5,4,100.0,100.0,100.0,75.0,0.4,0.2,0,0,0.1,5.18,14.8,9.0,4.9,1.3,31.1,35,1.0,0.4,20.0,19.8,98.9,83.1,76.1,0.0,0.0,69.1,0.0,0.2,28.9,13.0,19.7,12196.245418866725,0.49053737341277104,1.429007757030992
2022-02-25,MINE_08,2,1,Friday,2992.0,3013.0,22,22,18,5,5,4,100.0,100.0,85.7,95.8,0.0,1.0,0,0,0.5,5.29,11.5,8.4,5.5,1.5,28.6,39,1.6,0.1,21.9,21.6,98.7,79.7,87.1,0.0,0.0,60.5,0.0,4.6,27.8,10.6,10.7,7783.9024771290915,0.5359500746783923,0.952202472422131
2022-02-27,MINE_08,2,1,Sunday,3128.0,2657.0,22,22,22,5,5,4,100.0,100.0,91.4,83.1,0.3,0.5,0,0,0.3,5.33,12.1,9.4,6.0,2.5,33.4,39,3.5,0.3,21.5,21.3,98.8,84.7,90.9,0.0,0.0,66.9,0.0,0.0,30.3,7.6,6.6,14247.539507811221,0.5611007392261963,1.1355532751846664
2022-03-01,MINE_08,3,1,Tuesday,2784.0,3038.0,22,22,20,5,5,4,100.0,100.0,82.7,88.4,0.8,0.1,0,0,0.3,5.26,11.3,7.6,5.7,1.3,26.7,41,0.7,0.5,20.8,20.5,98.5,81.1,83.3,0.0,0.0,74.7,0.0,0.1,30.0,7.7,2.2,14409.940078537453,0.614009751345425,1.2225622566882834
2022-03-03,MINE_08,3,1,Thursday,3224.0,2141.0,22,20,17,5,5,4,90.9,100.0,85.2,85.2,12.5,0.4,1,0,1.1,5.54,13.5,8.7,6.1,1.7,31.8,32,1.8,0.2,21.8,21.0,96.6,72.9,80.3,0.0,0.0,43.0,0.0,3.2,29.7,11.7,11.5,8801.43175542765,0.6420209091166706,1.2766060123343572
2022-03-04,MINE_08,3,1,Friday,3102.0,2566.0,22,21,20,5,5,4,95.5,100.0,82.8,92.4,2.5,0.4,0,0,0.4,5.06,13.8,8.8,3.2,1.6,29.1,37,1.6,0.2,21.8,19.2,87.9,81.6,90.9,1.1,1.3,71.4,0.0,0.5,30.3,12.8,17.4,10193.178943737656,0.4900261492589806,0.8155203229242298
2022-03-06,MINE_08,3,1,Sunday,3266.0,3179.0,22,22,21,5,5,4,100.0,100.0,81.4,97.3,0.7,0.4,0,0,0.2,5.39,14.6,6.6,3.1,2.0,27.0,50,0.8,0.7,22.6,22.2,98.3,80.6,89.4,0.0,0.0,71.3,0.0,0.1,28.0,7.1,15.3,11685.4604698939,0.46832069683697286,0.9859693593331135
2022-03-07,MINE_08,3,1,Monday,3386.0,2503.0,22,20,20,5,5,4,90.9,100.0,81.5,92.8,8.8,0.0,2,0,0.8,5.26,13.8,8.5,4.8,2.2,30.2,39,1.0,0.1,21.7,21.3,97.8,81.8,84.0,0.0,0.0,68.3,0.0,0.1,29.4,9.9,15.8,8667.069093978751,0.5586075993421837,1.2341159779759123
2022-03-09,MINE_08,3,1,Wednesday,3208.0,2573.0,22,20,20,5,5,4,90.9,100.0,96.0,83.7,16.4,0.3,1,0,2.1,5.29,12.8,9.6,4.3,1.5,28.7,38,0.5,0.2,20.9,19.8,94.7,92.3,84.7,0.0,0.0,86.0,0.0,0.1,28.9,9.8,12.9,11771.591099383953,0.5540266815089926,1.4400762168740673
2022-03-10,MINE_08,3,1,Thursday,3092.0,2609.0,22,22,19,5,5,4,100.0,100.0,98.0,90.0,1.7,0.1,0,0,0.4,4.87,13.8,8.8,5.4,2.3,32.1,36,1.9,0.3,22.1,21.8,98.7,79.9,78.9,0.0,0.0,59.9,0.0,0.0,31.0,0.0,13.0,9262.919168641098,0.4745899817510829,1.1536400839480967
2022-03-11,MINE_08,3,1,Friday,3081.0,2804.0,22,20,19,5,5,4,90.9,100.0,95.8,94.0,8.2,0.4,1,0,0.5,6.03,12.1,8.3,3.1,2.5,27.8,41,1.8,0.2,21.5,21.0,97.9,87.3,77.3,0.0,0.0,76.4,0.0,1.1,29.1,6.1,3.7,9903.829262035151,0.5397799899307538,1.104070054382329
2022-03-12,MINE_08,3,1,Saturday,3228.0,2518.0,22,22,21,5,5,4,100.0,100.0,86.8,90.5,0.5,0.0,0,0,0.3,4.95,14.5,10.2,3.8,2.0,30.7,43,0.3,0.2,22.2,22.0,99.2,81.2,77.3,0.0,0.0,81.9,0.0,0.9,30.8,10.6,16.9,8382.471247030897,0.57355790705298,1.34318176256792
2022-03-14,MINE_08,3,1,Monday,3274.0,2470.0,22,20,19,5,5,4,90.9,100.0,92.7,93.1,5.4,0.2,0,0,1.2,5.46,15.6,10.3,3.9,1.6,32.0,35,0.6,0.2,22.2,21.6,97.4,91.4,79.8,0.0,0.0,81.1,0.0,0.2,30.8,13.3,13.8,12077.636988551341,0.47303481031706746,1.171833878807392
2022-03-20,MINE_08,3,1,Sunday,2835.0,2714.0,22,21,18,5,5,4,95.5,100.0,79.4,95.0,6.9,0.7,1,0,0.9,5.24,12.0,8.7,4.4,1.8,26.9,39,0.0,0.4,21.8,20.1,92.1,84.7,83.7,1.1,0.0,81.5,0.0,1.1,32.5,14.4,14.1,10798.573265862902,0.4859909584697083,1.4136277669047288
2022-03-21,MINE_08,3,1,Monday,2736.0,2856.0,22,22,19,5,5,4,100.0,100.0,71.9,86.0,0.2,0.4,0,0,0.1,5.06,10.6,7.7,5.1,1.8,25.3,45,0.1,0.5,22.1,21.8,98.8,82.2,82.8,0.0,0.0,59.3,0.0,0.1,30.2,3.3,0.0,10224.15559369354,0.5052643585919845,1.193182922469061
2022-03-23,MINE_08,3,1,Wednesday,3491.0,2641.0,22,22,19,5,5,4,100.0,100.0,85.7,88.7,0.2,0.4,0,0,0.3,5.11,13.5,8.6,5.1,1.5,28.7,41,0.0,0.2,23.6,23.4,99.1,76.6,81.0,0.0,0.0,70.0,0.0,0.3,32.7,12.4,13.6,10117.90776397513,0.5290188413417205,1.0144049013163094
2022-03-28,MINE_08,3,1,Monday,3235.0,2515.0,22,22,21,5,5,4,100.0,100.0,88.7,90.8,0.4,0.3,0,0,0.4,4.81,13.6,9.2,5.0,1.8,31.6,36,2.1,0.1,20.7,20.5,99.0,85.6,76.5,0.0,0.0,76.3,0.0,0.2,31.1,12.5,17.7,11021.616490962415,0.578861587854559,1.5215673281386228
2022-03-29,MINE_08,3,1,Tuesday,3156.0,2933.0,22,22,19,5,5,4,100.0,100.0,86.6,93.9,0.4,0.1,0,0,0.1,4.69,9.3,6.8,4.3,1.2,24.5,45,2.8,0.2,22.8,22.7,99.4,72.5,84.8,0.0,0.0,62.0,0.0,0.2,31.4,10.0,0.0,10578.746060688474,0.5227367179902692,1.4849002597514203
2022-03-30,MINE_08,3,1,Wednesday,3347.0,3123.0,22,22,21,5,5,4,100.0,100.0,89.1,89.6,0.3,0.0,0,0,0.4,5.18,11.6,9.1,3.6,2.5,29.6,43,2.9,0.4,24.0,22.8,94.8,87.4,87.1,0.0,1.0,72.3,0.0,0.6,32.6,0.6,9.4,10244.862287461718,0.5437355804682561,1.046352177673443
2022-03-31,MINE_08,3,1,Thursday,2664.0,1717.0,22,21,19,5,4,3,95.5,80.0,88.6,79.9,7.5,1.9,1,0,2.0,5.31,10.9,9.7,4.4,2.0,32.0,31,5.0,0.5,20.4,18.0,88.3,75.8,87.3,0.0,1.2,60.8,0.0,0.6,34.6,6.5,0.0,10225.885055757539,0.6642329357001061,1.3165887929223652
2022-04-02,MINE_08,4,2,Saturday,3085.0,3684.0,22,22,21,5,5,4,100.0,100.0,85.3,89.2,0.4,0.2,0,0,0.2,4.65,7.0,7.3,4.7,1.9,20.9,66,0.0,0.3,22.6,22.4,99.1,82.3,89.5,0.0,0.0,57.1,0.0,0.5,31.9,9.0,2.9,6832.062792455992,0.4880960894895773,1.1721141976827347
2022-04-03,MINE_08,4,2,Sunday,3046.0,2904.0,22,22,20,5,5,4,100.0,100.0,85.0,87.4,1.9,0.1,0,0,0.3,5.48,12.7,9.6,6.3,1.9,31.9,39,1.4,0.4,23.6,23.3,98.7,73.4,89.0,0.0,0.0,35.6,0.0,1.8,30.7,8.3,9.4,9311.045113703127,0.5047785181853376,1.3612608985441261
2022-04-04,MINE_08,4,2,Monday,3236.0,2425.0,22,22,20,5,5,4,100.0,100.0,89.9,84.9,0.1,0.2,0,0,0.5,5.08,13.4,8.7,5.4,1.3,31.0,36,2.4,0.2,21.3,21.0,98.8,73.1,71.5,0.0,0.0,61.1,0.0,0.4,32.0,0.0,13.0,9507.31822452181,0.5779880431229086,1.062310382842104
2022-04-05,MINE_08,4,2,Tuesday,2995.0,2745.0,22,20,16,5,5,4,90.9,100.0,98.6,82.9,6.3,0.0,0,0,0.5,5.04,12.3,9.0,5.4,2.1,28.8,31,0.0,0.4,20.7,20.2,97.8,83.1,96.9,0.0,0.0,69.8,0.0,0.5,32.9,7.5,8.6,10506.625502480865,0.5950355305492102,1.4118165136843976
2022-04-06,MINE_08,4,2,Wednesday,2880.0,2885.0,22,22,19,5,5,4,100.0,100.0,85.5,82.2,0.4,0.6,0,0,0.3,5.2,11.1,9.1,4.0,1.8,26.1,44,0.1,0.0,22.3,22.2,99.3,84.7,92.1,0.0,0.0,77.5,0.0,0.1,36.1,4.5,9.8,14923.40607365142,0.5635072030874381,1.4764383703474793
2022-04-07,MINE_08,4,2,Thursday,3317.0,2675.0,22,22,21,5,5,4,100.0,100.0,95.8,86.1,0.7,0.2,0,0,0.3,5.37,12.0,9.2,3.5,1.6,28.5,41,2.2,0.2,21.2,20.5,96.5,84.1,86.1,0.0,0.5,79.9,0.0,0.2,34.1,10.7,6.4,9993.131391535044,0.6401863713190018,1.047979525445561
2022-04-08,MINE_08,4,2,Friday,3034.0,2258.0,22,22,20,5,5,4,100.0,100.0,83.7,84.8,0.4,0.1,0,0,0.5,4.96,13.0,10.4,5.2,1.6,31.9,34,1.9,0.1,20.6,20.4,99.0,77.4,82.2,0.0,0.0,63.2,0.0,0.9,32.6,10.8,10.1,10774.00550870108,0.5581532314548678,1.2509881025376282
2022-04-10,MINE_08,4,2,Sunday,3364.0,2327.0,22,20,17,5,5,4,90.9,100.0,83.5,86.9,11.8,0.4,1,0,0.8,5.53,13.0,9.7,3.3,1.5,27.5,35,0.0,0.0,22.0,20.9,94.9,85.3,84.0,0.6,0.0,79.8,0.0,0.1,33.6,10.3,10.4,9964.99821810771,0.432007452443869,1.4806410741374765
