latitude,longitude,geological_group,geological_formation,stratigraphic_unit,lithology,metamorphic_grade,weathering_class,fold_position,structural_orientation
22.02326,79.51257,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss",high (upper amphibolite),moderately weathered,not_applicable,N-S
21.01922,80.51354,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,low (greenschist),moderately weathered,not_applicable,N-S
21.83664,80.53765,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,high (upper amphibolite),moderately weathered,not_applicable,ENE-WSW
21.03587,80.65,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,moderately weathered,not_applicable,NNE-SSW
22.01865,79.54037,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,moderately weathered,limb,NW-SE
21.25219,80.0713,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,low (greenschist),moderately weathered,limb,N-S
22.07494,79.46924,,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),fresh / slightly weathered,not_applicable,NW-SE
21.16978,79.76559,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss",medium (lower amphibolite),moderately weathered,limb,NNE-SSW
21.33012,80.20668,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,moderately weathered,not_applicable,N-S
21.19634,79.78039,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,high (upper amphibolite),fresh / slightly weathered,not_applicable,E-W
21.30079,80.0706,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,moderately weathered,not_applicable,NNE-SSW
21.33412,80.01233,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,highly weathered / lateritic,limb,NW-SE
21.23486,80.06455,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),moderately weathered,limb,N-S
21.45223,80.63594,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,,limb,NW-SE
21.60346,80.4364,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),fresh / slightly weathered,not_applicable,N-S
21.49232,79.72492,,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),fresh / slightly weathered,hinge/closure,NNE-SSW
21.30258,80.09944,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),fresh / slightly weathered,not_applicable,ENE-WSW
21.10539,79.46114,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,moderately weathered,not_applicable,
21.68716,80.15346,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),fresh / slightly weathered,not_applicable,N-S
21.04849,80.62286,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss",granulite facies,highly weathered / lateritic,not_applicable,E-W
21.11096,80.41728,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),highly weathered / lateritic,not_applicable,N-S
21.73338,80.07461,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,,fresh / slightly weathered,not_applicable,ENE-WSW
21.06755,80.57119,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),highly weathered / lateritic,not_applicable,ENE-WSW
22.1033,79.35,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),,low (greenschist),highly weathered / lateritic,not_applicable,E-W
21.85506,80.65,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),low (greenschist),highly weathered / lateritic,limb,ENE-WSW
21.79131,80.21755,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,high (upper amphibolite),fresh / slightly weathered,not_applicable,ENE-WSW
21.90394,80.61849,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),fresh / slightly weathered,not_applicable,E-W
21.46734,79.77115,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),medium (lower amphibolite),fresh / slightly weathered,limb,ENE-WSW
21.59722,80.14609,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,low (greenschist),highly weathered / lateritic,limb,ENE-WSW
21.6199,79.68398,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),fresh / slightly weathered,not_applicable,NW-SE
21.73493,80.18226,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,highly weathered / lateritic,not_applicable,E-W
21.8654,80.50444,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),highly weathered / lateritic,not_applicable,NW-SE
22.02047,79.50034,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),highly weathered / lateritic,not_applicable,NW-SE
21.03889,80.54615,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),low (greenschist),highly weathered / lateritic,limb,N-S
21.58728,80.46055,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,moderately weathered,not_applicable,N-S
21.52765,79.76697,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon I (lower),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,high (upper amphibolite),moderately weathered,limb,N-S
21.70269,79.96666,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),fresh / slightly weathered,limb,NNE-SSW
21.18195,80.03434,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),highly weathered / lateritic,not_applicable,E-W
22.06741,79.51994,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),medium (lower amphibolite),fresh / slightly weathered,not_applicable,NW-SE
22.00026,79.49031,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,granulite facies,moderately weathered,limb,NNE-SSW
21.83482,80.11914,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,low (greenschist),highly weathered / lateritic,not_applicable,ENE-WSW
21.01512,80.63056,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),,high (upper amphibolite),moderately weathered,not_applicable,NW-SE
21.13813,80.56642,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,medium (lower amphibolite),fresh / slightly weathered,not_applicable,NNE-SSW
21.73269,80.13791,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),highly weathered / lateritic,not_applicable,E-W
21.29233,80.11156,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,granulite facies,fresh / slightly weathered,not_applicable,E-W
21.43034,79.77559,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,high (upper amphibolite),fresh / slightly weathered,not_applicable,E-W
21.0911,79.71776,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,low (greenschist),highly weathered / lateritic,not_applicable,NW-SE
21.51376,79.67031,,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),highly weathered / lateritic,not_applicable,NW-SE
21.16166,80.56959,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),moderately weathered,not_applicable,ENE-WSW
21.212,79.47069,Tirodi Gneissic Complex,Tirodi Gneiss,,"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),fresh / slightly weathered,limb,N-S
21.73622,80.10085,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),fresh / slightly weathered,not_applicable,N-S
21.13706,79.65908,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,high (upper amphibolite),fresh / slightly weathered,not_applicable,ENE-WSW
21.79378,79.52559,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,moderately weathered,not_applicable,NW-SE
21.1201,79.4738,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,highly weathered / lateritic,not_applicable,NW-SE
21.0535,79.39213,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,medium (lower amphibolite),fresh / slightly weathered,limb,NW-SE
21.84107,80.59524,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,fresh / slightly weathered,not_applicable,NW-SE
22.00954,79.4842,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),fresh / slightly weathered,limb,E-W
21.17628,79.60215,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,low (greenschist),moderately weathered,not_applicable,NNE-SSW
21.8773,80.6024,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,highly weathered / lateritic,not_applicable,E-W
21.08438,80.62311,Sausar Group,Mansar Formation,Mansar Fm - non-ore interband,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,high (upper amphibolite),fresh / slightly weathered,not_applicable,ENE-WSW
21.53436,79.75585,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,high (upper amphibolite),moderately weathered,not_applicable,NNE-SSW
21.73851,80.09413,Sausar Group,Bichua Formation,,Marble and calc-silicate rock,granulite facies,fresh / slightly weathered,not_applicable,E-W
21.33767,80.05277,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),fresh / slightly weathered,not_applicable,N-S
21.56772,80.43823,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,highly weathered / lateritic,not_applicable,NNE-SSW
21.67882,80.15076,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,fresh / slightly weathered,limb,NW-SE
21.29434,80.06787,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),fresh / slightly weathered,not_applicable,NW-SE
21.07096,80.65,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,highly weathered / lateritic,not_applicable,E-W
21.07675,80.64054,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,fresh / slightly weathered,not_applicable,NNE-SSW
21.94137,80.65,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),highly weathered / lateritic,limb,E-W
21.17681,79.74152,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,medium (lower amphibolite),highly weathered / lateritic,limb,NW-SE
21.16199,79.35,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon I (lower),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,granulite facies,highly weathered / lateritic,not_applicable,NW-SE
21.68733,80.34071,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,medium (lower amphibolite),moderately weathered,not_applicable,NW-SE
21.77819,80.15707,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,high (upper amphibolite),fresh / slightly weathered,not_applicable,NNE-SSW
21.65785,80.53274,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,moderately weathered,not_applicable,ENE-WSW
21.31195,80.13006,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,granulite facies,moderately weathered,not_applicable,NNE-SSW
21.19904,79.85348,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),medium (lower amphibolite),moderately weathered,not_applicable,NNE-SSW
21.50263,79.74282,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),moderately weathered,limb,N-S
21.13503,79.49783,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,medium (lower amphibolite),fresh / slightly weathered,limb,N-S
20.96256,79.38358,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),medium (lower amphibolite),fresh / slightly weathered,limb,E-W
21.60899,80.42198,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),highly weathered / lateritic,not_applicable,NNE-SSW
22.06282,79.44005,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),moderately weathered,limb,NW-SE
21.66058,80.03483,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,moderately weathered,not_applicable,ENE-WSW
21.25852,80.04556,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),moderately weathered,not_applicable,E-W
20.99919,80.562,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,fresh / slightly weathered,not_applicable,N-S
21.35047,80.08285,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),,high (upper amphibolite),highly weathered / lateritic,not_applicable,NW-SE
21.12802,79.83482,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,medium (lower amphibolite),fresh / slightly weathered,limb,NW-SE
21.39908,80.14529,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,highly weathered / lateritic,not_applicable,NW-SE
22.04797,79.45822,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,moderately weathered,not_applicable,N-S
21.58874,80.43197,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,fresh / slightly weathered,limb,NW-SE
21.17498,79.74111,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss",high (upper amphibolite),moderately weathered,not_applicable,NW-SE
21.33934,80.10432,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,granulite facies,fresh / slightly weathered,not_applicable,NNE-SSW
21.20193,79.7508,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,medium (lower amphibolite),highly weathered / lateritic,not_applicable,N-S
21.01718,80.53862,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),fresh / slightly weathered,not_applicable,NW-SE
21.57427,80.53812,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,medium (lower amphibolite),moderately weathered,limb,NW-SE
21.47768,79.73899,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,granulite facies,fresh / slightly weathered,limb,NW-SE
21.11794,79.58809,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),medium (lower amphibolite),highly weathered / lateritic,not_applicable,NW-SE
21.5615,79.68413,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,high (upper amphibolite),moderately weathered,limb,ENE-WSW
21.17844,79.41397,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,granulite facies,fresh / slightly weathered,limb,N-S
21.58217,80.44124,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,high (upper amphibolite),fresh / slightly weathered,not_applicable,NNE-SSW
21.09621,80.58043,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,high (upper amphibolite),fresh / slightly weathered,not_applicable,N-S
21.63462,80.4182,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,fresh / slightly weathered,limb,N-S
22.15,79.3604,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,low (greenschist),highly weathered / lateritic,not_applicable,NNE-SSW
21.18828,79.3796,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,low (greenschist),moderately weathered,not_applicable,NNE-SSW
21.92179,80.65,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon I (lower),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,medium (lower amphibolite),moderately weathered,not_applicable,E-W
21.13206,79.54726,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),fresh / slightly weathered,not_applicable,E-W
22.02986,79.42151,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,high (upper amphibolite),moderately weathered,not_applicable,NNE-SSW
21.51938,79.69858,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon I (lower),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,medium (lower amphibolite),moderately weathered,limb,N-S
21.16686,79.65684,Tirodi Gneissic Complex,Tirodi Gneiss,,"Biotite gneiss (potassic, migmatitic)",granulite facies,highly weathered / lateritic,not_applicable,NNE-SSW
21.51358,79.65988,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),highly weathered / lateritic,limb,ENE-WSW
22.00778,80.65,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,high (upper amphibolite),highly weathered / lateritic,not_applicable,N-S
21.71439,80.12904,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,moderately weathered,not_applicable,NW-SE
22.15,79.48584,,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,moderately weathered,not_applicable,NNE-SSW
21.49321,80.39221,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),moderately weathered,not_applicable,E-W
21.16567,80.08289,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),moderately weathered,not_applicable,E-W
21.16211,79.47299,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),fresh / slightly weathered,not_applicable,E-W
21.04666,79.71518,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),,medium (lower amphibolite),fresh / slightly weathered,not_applicable,NNE-SSW
21.1728,79.48367,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),moderately weathered,not_applicable,NNE-SSW
21.14762,79.71774,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),medium (lower amphibolite),moderately weathered,limb,ENE-WSW
21.09925,79.7328,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),moderately weathered,not_applicable,E-W
21.13642,79.47904,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",,fresh / slightly weathered,limb,E-W
21.06424,79.43931,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,highly weathered / lateritic,not_applicable,N-S
21.19282,79.78412,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),medium (lower amphibolite),fresh / slightly weathered,not_applicable,NNE-SSW
21.15828,79.75915,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),moderately weathered,not_applicable,ENE-WSW
21.12953,80.5336,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),highly weathered / lateritic,not_applicable,NW-SE
21.17066,80.60252,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,moderately weathered,not_applicable,NW-SE
22.09234,79.47284,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),moderately weathered,not_applicable,NW-SE
22.0911,79.43875,,Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,high (upper amphibolite),moderately weathered,limb,E-W
21.22183,80.09988,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,,Basaltic/lateritic cover and alluvium,medium (lower amphibolite),moderately weathered,limb,E-W
21.18838,80.19872,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,granulite facies,moderately weathered,not_applicable,NW-SE
21.28858,80.14058,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,fresh / slightly weathered,not_applicable,E-W
21.82715,80.65,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),moderately weathered,not_applicable,E-W
21.05856,79.64958,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,high (upper amphibolite),moderately weathered,not_applicable,NW-SE
21.11328,79.72938,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),medium (lower amphibolite),moderately weathered,not_applicable,NW-SE
21.09594,80.56987,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,moderately weathered,not_applicable,N-S
21.68037,80.19773,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),fresh / slightly weathered,not_applicable,NW-SE
21.7514,80.11047,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),moderately weathered,not_applicable,N-S
21.13081,79.74247,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,low (greenschist),moderately weathered,not_applicable,N-S
21.10975,79.75458,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),highly weathered / lateritic,,N-S
21.30157,80.13604,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,low (greenschist),moderately weathered,limb,E-W
21.18814,79.93512,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,moderately weathered,limb,NNE-SSW
22.0036,80.63035,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,low (greenschist),highly weathered / lateritic,limb,N-S
